"Case Name","Description","Attorney / Staff Member","Status / Next Steps","Document Type","Deadline","Documents","Lead Plaintiff Counsel?","Status","Tier","Last Updated"
"Arizona et al v. Garland et al (Green Cards), 6:22-cv-01130 (W.D. LA.) ","The States of Arizona, Louisiana, Missouri, Arkansas, Florida, Georgia, Idaho, Kansas, Kentucky, Mississippi, Montana, Nebraska, Oklahoma, and South Carolina sue Garland et al to Block Biden Regulation Awarding Green Cards To Illegal Aliens.","","4/28/22 Complaint, declr, injunct relief; 5/1/22 ELECTRONIC MINUTE ENTRY SETTING MOTION to Transfer Case MOTION to Stay : Ps file responsive briefing by 5/6; 5/2/22 Minute entry MOTION to Stay : P file responsive briefing by 5/6, D's file reply by 5/9, hrg on motions 5/9; 5/6/22 Ps' amend complaint, PS' Memo in opp. motion to Xfr case; 5/9/22 Reply to Response Motion; 5/13/22 Ps' motion for leave to file exc. pgs; 5/16/22 Ps' PI Motion, MOTION to Expedite (Motion Ripe Deadline set for 5/16; 5/18/22 Deny motion to stay, deny motion to transfer, Ps file briefing by 6/24, 6/27 conf.; 5/20/22 NOTICE OF FILING OF OFFICIAL TRANSCRIPT of Proceedings for MOTION HEARING held on 5/18; 5/22/22 Notice of filing for official transcript; 6/3/22 Ps' MOTION for Extension of to file their Supplemental Brief with opp.; 6/6/22 Response to Cts May 18 Order; 6/23/22 Video status conf. 6/27; 6/28/22 Order grant ext: Ps to file add. brief & evid on standing 8/23, Ds file response 9/6, Ps file reply w/in 7 days, Status conf. 9/15; 7/21/22 Order: Ps' PI motion w/drawn, Ps 2nd amend complaint due 8/21/22, Ds answer, respond stayed; <br />  ","6/28/22 Order grant ext: Ps to file add. brief & evid on standing 8/23, Ds file response 9/6, Ps file reply w/in 7 days, Status conf. 9/15; ","08/23/2022","","No","Active","","07/25/2022 11:26am"
"Arizona, State v. Mayorkas, 2:21-cv-00617 (D. Ariz.) ","NEPA Complaint - Arizona’s top state prosecutor sued the Biden administration Monday over what he calls “environmentally disruptive” decisions to halt border wall construction and change immigration policies. The lawsuit filed by Republican Arizona Attorney General Mark Brnovich in federal court in Arizona against officials in Democratic President Joe Biden’s administration says the reversals of previous policies violate the National Environmental Protection Act.","","4/11/2021 Complaint for Declaratory, Injunct. Relief; 7/14/21 P's Motion for PI; 8/20/21 NOTICE re: Factual and Legal Dev. by Arizona, State re: PI MOTION; 9/3/21 Response in Opp. PI Motion; 9/28/21 ORDER: State's unopposed motion to ext. deadline granted, P file reply in support of PI Motion 10/15; 10/1/21 MOTION to Dismiss for Lack of Jurisdiction , MOTION to Dismiss for Failure to State a Claim; 10/18/21 Reply in Response to Motion; 11/18/21 RESPONSE in Opp Motion to Dismiss for Lack of Jurisdiction, Failure to State a Claim; 11/24/21 D's must file reply by 12/10; 12/10/21 D's REPLY to Response to Motion to Dismiss for Lack of Jurisdiction and to dismiss for Failure to State a Claim; 1/11/22 P's MOTION To Set a Status Conference and FOIA request; 1/13/22 State's motion for status conf. denied, D's response due 1/21/22; 1/21/22 Response; 1/25/22 Motion Hrg 2/1; 1/26/22 Reply to D's Response; 1/27/22 Notice of Tentative ruling; 2/1/22 MINUTE ENTRY Motion Hrg ORDERED taking under advisement PI Motion; 2/7/22 State's PI motion denied; 2/18/22 Motion for Juris. discovery; 2/28/22 Consent motion for ext time to file; 3/17/22 D's Response in Opp.; 3/18/22 D's Opp to P motion for disc.; 3/24/22 Reply to Response; 4/8/22 NOTICE OF INTERLOCUTORY APPEAL to 9th Cir. re: AZ's PI Motion by Arizona; 8/26/22 Notice of tent ruling 4/26; 4/18/22 tentative ruling cutting back AZ suit; 4/26/22 Hrg, Case taken under advisement; 4/28/22 ORDER: IT IS ORDERED that Defendants' motion to dismiss (Doc.27 ) is granted in part. Counts One, Two, and Seven of the FAC are dismissed without leave to amend. Count Five of the FAC is dismissed with leave to amend. IT IS FURTHER ORDERED that the State may file a Second Amended Complaint (""SAC"") within 14 days of the issuance of the Supreme Court's decision in Biden v. Texas; 5/12/22 MOTION for Reconsideration re:64 Order on Motion for Miscellaneous Relief,,,,, Order on Motion to Dismiss/Lack of Jurisdiction,,,,, Order on Motion to Dismiss for Failure to State a Claim,,,, Jurisdictional Discovery; ","","","","No","Prospective","","05/13/2022 10:29am"
"Arizona, State v. U.S. DHS, 2:21-cv-00186 (D. Ariz.)","Arizona, Montana sue to block DHS rules that would limit ICE arrests. Judge Susan Bolton.","IRLI, AUSA filing by Ryan Williams ","3/8/21 Motion for Prelim. Injunct.; 3/12/21 PI Motion; 3/15/21 Motion for discovery; 3/17/21 scheduling Order Oral argument scheduled for April 8; 3/26/21 D's Response in Opp to PI Injunct., ACLU of AZ & Montana Amicis in favor of D's; 3/29/21 ACLU's brief in support of D's; 4/2/21 LODGED Proposed Reply In Support of Prelim. Injunct. Motion; 4/5/21 Reply to Response PI Motion; 4/6/21 Response to Motion; 4/9/21 Court Denied PI Injunct as Moot; 4/13/21 ORDER Scheduling Order. P briefing on PI Motion 5/6/21, D Motion to Dismiss 5/6/21, Hrg Ps' PI Motion, D's Motion to Dismiss 5/27/21; 4/20/21 Reply to Response; 4/29/21 Bolton Protective Order; 5/7/21 Ct grants motion, P's supp. brief, hrg 5/13; 5/13/21 Response to Motion for Pre. Inunct., Motion to Dismiss; 5/14/21 Order Deny P's motion to transfer; 5/18/21 IRLI motion, proposed order and amicus filed; 5/19/21 MOTION to Supplement PI Motion; 5/21/21 P's suppl. brief; 6/10/21 Order stip. granted; 6/17/21 Response; 6/28/21 D's NOTICE re: Timeline for Superseding Immigration Enforcement Priorities; 6/30/21 Judge Bolton granted request to dismiss case, Notice of Interlocutory Appeal to the 9th Circuit; 7/1/21 Emergency MOTION to Stay for Injunction Pending Appeal; 7/2/21 MOTION for Reconsideration Order on Motion to Dismiss/Lack of Jurisdiction, Order on Motion for Preliminary Injunction by Arizona; 7/7/21 ORDER: Ps' Emergency Motion for Injunct. Pending Appeal, D's Response to Ps' Emergency Motion for Injunction by 7/9, P's Reply by 7/12; 7/9/21 Response; 7/11/21 Reply to Response; 7/13/21 Order P's require immed. ruling emergency motion; 7/14/21 NOTICE re: Ps' Request for Ruling on Emergency Motion for Injunction Pending Appeal; 7/15/21 Order Deny P's Motion, Grant P's motion to strike or seal docket entry; 7/23/21 Reply to Response Motion; 8/12/21 ORDER: IT IS ORDERED denying Plaintiffs State of Arizona, Arizona Attorney General Mark Brnovich, and State of Montana's Motion for Reconsideration; 8/24/21 ORDER: IT IS ORDERED that Defendants' unopposed motion (Doc.22 ) is granted; 1/25/22 Scheduling conf. 2/24/22; <br /><br />9th Circuit 8/9/21 Order and Request for Expedited Ruling by Arizona; <br /><br />3/23/21 IRLI Amicus brief filed w/Ryan Williams (AUSA) as local counsel; 5/18/21 IRLI motion, proposed order and amicus filed; ","Scheduling conference","02/24/2022","","No","Active","","08/29/2022 1:48pm"
"Arizona v City & Cnty of San Francisco, 20-1775 (U.S.), 19-17213 (9th Cir.), ","Public Charge Rule; Whether states with interests should be permitted to intervene to defend a rule when the United States ceases to intervene). Brunn Wall Roysden III, Office of the Arizona Attorney General, for petitioner; Sara Jennifer Eisenberg, San Francisco Attorney General’s Office, for respondent San Francisco; Helen H. Hong, California Department of Justice, for respondent California; Brian H. Fletcher, Acting Solicitor General, for respondent United States.<br />D. Wilcox NOTE on U.S. Opinion 6/15/22: Although the decision is per curium (that is, by the court as a whole), the concurrence by CHIEF JUSTICE ROBERTS, with whom JUSTICE THOMAS, JUSTICE ALITO, and JUSTICE GORSUCH, likely explains why the court decided so. Furthermore, the concurrence called into to question the government’s tactic of “rulemaking-by-collective-acquiescence” (basically colluding with the plaintiffs challenging Trump’s public charge rule), and left open the door for further attacks under the APA. ","Larry Joseph","9th Cir. appealed<br />U.S. 6/18/21 Arizona Motion to Intervene; 10/29/21 Motion to Intervene Granted; 12/13/21 Arizona brief; 12/17/21 AFL brief; 12/20/21 IRLI brief; 6/15/22 US Opinion: States barred from intervening in Public Charge Rule;<br /><br />12/20/21 U.S. IRLI brief; ","","","","No","Archive","","06/15/2022 11:54am"
"Arizona v. Nunez-Diaz, 19-645 (U.S.)","On Petition for Writ of Certiorari:<br />In Padilla v. Kentucky, 559 U.S. 356 (2010) and Lee v. United States, 137 S. Ct. 1958 (2017), this Court held that lawful permanent residents that received deficient advice regarding immigration-law consequences of a plea can assert claims under Strickland v. Washington, 466 U.S. 668 (1984). Although this Court has not yet addressed how these<br />precedents apply to unlawfully present aliens, the lower courts are deeply divided as to how they do.<br />Respondent, an unauthorized alien, asserted a Padilla/Lee claim. It is undisputed that he had no substantive right to remain in the U.S., and was thus subject to deportation at any time. Respondent also submitted no evidence whatsoever that he had a viable defense either against the criminal charges or deportation if he were acquitted. The AZ Supreme Court nevertheless extended Padilla and Lee to unauthorized aliens and held that Respondent had established prejudice under Strickland.<br />Questions Presented:<br />1. Whether Respondent is categorically barred from establishing Strickland prejudice for a Padilla/Lee claim because, as an unauthorized alien, he is without any legal right to remain in the United States.<br />2. Whether the Arizona Supreme Court erred in finding Strickland prejudice, where inter<br />alia there was no evidence that Respondent had a viable defense either to the criminal<br />charges or deportation. ","","Petition for Cert filed 11/14/19; Response due 1/21/20<br /><br />12/3/19 - Dale circulated request for IRLI atty interest in submitting brief prior to cert being granted; IRLI Notice of Intent to file brief to counsel would be due 12/9; IRLI Amicus Brief would be due 12/19); 12/4/19 - Re-sent to Chris to consider; 12/5/19 - per Dale/Chris, IRLI will not file brief at this time","","","","No","Prospective","2","08/18/2020 1:51pm"
"Armando Perez v. United States Citizenship and Immigration Services (2:20-cv-02388)","Courts > California Central District Court<br />Filed: Mar 12, 2020<br />Judge: John F Walter<br />Nature of Suit: Immigration - Other Immigration Actions<br />Cause: 28:1331 Federal Question: Other Civil Rights","","","","","","No","Prospective","","04/10/2020 12:44pm"
"Ashtari v. Pompeo, 1:19-cv-03797 (D.D.C.) ","Travel Ban delay case: Allege Trump admin delaying Green Card for Iranian-American families. (related Razi v. Pompeo, 3:20-cv-00982 (S.D. Cal.))","","12/20/2019 Complaint; 3/2/20 Motion to Dismiss; 3/20/20 X-Motion; 4/10/20 Reply; 10/23/20 ORDER denying D's Motion to Dismiss, P's X-Motion for SJ; 11/6/20 Answer to complaint; 11/9/20 Order for Joint Status Report due 11/20; 11/23/20 MINUTE ORDER briefing schedule: (1) D's dispositive motion 2/19/21, (2) P's opp. & any X-motion 3/23/21, (3) D's reply & opp. X-motion 3/26/21, (4) P's reply 4/9/21, and (5) Joint Appendix 4/21/21; 1/26/21 Notice of Revocation of Presidential Proclamation; 2/22/21 Order granting consent motion to stay; ","","","","No","Prospective","","02/23/2021 12:44pm"
"Asylum Seeker Advocacy Project, et al. v. Barr, et al., 0:19-03659 (2nd Cir.) / 1:19-06443 (S.D.N.Y.)","Immigration & Nationality Act - Plaintiffs, a group of organizations claiming to be dedicated to helping immigrant families and children, bring this action to challenge removal orders that the Gov't obtained with respect to unrepresented immigrants without first affording them proper notice of a hearing or a meaningful opportunity to be heard. Plaintiffs challenge the lawfulness of in absentia removal orders entered pursuant to allegedly deficient Notices to Appear before immigration judges. Plaintiffs claim that those NTAs sometimes reflected the incorrect dates of upcoming appearances; were sent to incorrect addresses; did not include the dates, times, or locations of upcoming appearances; or were sent to children who cannot read English and/or have no control over whether they appear. Plaintiffs contend that the process by which unrepresented immigrants may challenge the removal orders — that is, by filing a written motion to reopen — is effectively unavailable to those who speak limited, if any, English and lack the capacity to read, understand, and comply with the requirements for writing and filing a motion to reopen. Plaintiffs argue, the motion-to-reopen process does not provide unrepresented individuals facing imminent removal any meaningful opportunity to challenge defects in their in absentia removal orders prior to deportation","","Complaint filed 7/11/19; DistCt granted Defs' MTD 9/5/19; Pltfs appealed to 2nd Cir. 11/4/19;<br />2nd Cir.: awaiting Briefing Schedule<br /><br />IRLI to monitor for entry of Briefing Schedule","","","","No","Prospective","1","08/18/2020 1:49pm"
"AUSA","Ongoing - Maintain national network of allied attorneys to assist in litigation. Updating Knack Litigation Database. LinkedIn and Facebook.","LGW","Lorraine Woodwark, Director of AUSA - Ongoing weekly updates<br />","","","","No","Active","","04/14/2020 2:03pm"
"AUSA Research Project: 4 Sheriffs in NC counties refusing to work with ICE","ON HOLD<br />Four sheriffs in North Carolina counties have publicly stated that they will no longer contact U.S. Immigration and Customs Enforcement (ICE) about illegal aliens they arrest and/or will no longer hold or house illegal aliens for ICE. Residents there would like to bring a lawsuit challenging the practice (possible in the Middle District of NC) under a recent Act that requires cooperation (see https://www.ncleg.gov/Sessions/2015/Bills/House/PDF/H318v8.pdf)","DLW; Research assigned to Lorraine Woodwark","Lorraine Woodwark for the following:<br />Who has standing? Particularly, does a resident and/or taxpayer have standing to sue? Does the Act provide for this (Recently, IRLI brought two lawsuits on behalf of residents of Indiana against Gary, Indiana, and East Chicago, Indiana, as those cities passed ordinances restricting cooperation. They have an Act similar to NC that requires cooperation to the fullest extent allowed by federal law. The Indiana Act has a standing provision that allows any resident of Indiana to bring lawsuit in state court to enforce the law.)? Or does another NC law provide for this? Or does case law provide for this?; Lorraine provided research on 3/6/19 - Dale and Chris to continue review of Lorraine's research<br /><br />-Okay to remove from Report?","","","","No","Archive","","04/22/2020 4:24pm"
"Barcenas et al v. McCraw (Abbott), 1:22-cv-00397 (W.D. Tex. Austin)","Suit to stop Texas arresting ""migrants"" on trespassing charges and be paid >$5 mil. Allege FEDERAL PREEMPTION, VIOLATIONS OF 4TH AMENDMENT, EQUAL PROTECTION AND DUE PROCESS among other issues. <br /><br />Judge Pitman<br />Ps' counsel: Susan E. Hutchison, Hutchison & Foreman, PLLC, 817-336-5533<br />sehservice@fightsforright.com. Plaintiffs: Israel Baylon Arellano, Erasto Barcenas, Jesus Curipoma, Jose Luis Dominguez-Rojas, Cesar Galindo Escoto, Jose Carlos Gomez-Colorado, Nolis Leyva-Gonzalez, Jose Lopez Lozano, Miguel Lopez Lozano, Oscar Serrano Martinez, Ivan Ruano Nava, Francisco Villalpando Ramos, Melvin Amador Rodas, Christian Ivan Ruiz-Rodriguez, and Melvin Amaya Zelaya<br />Non-Profit Organization: FightsforRight.com <br />","IRLI Matt Crapo, AUSA Co-counsel Paul M. Davis","4/27/22 Complaint; 5/3/22 summons issued; 6/23/22 Amended complaint; 6/27/22 amend complaint against all Ds; 7/7/22 Order grant schedule order: Ds’ responsive pleading(s) 7/18, Ps' response to Ds’ responsive pleading(s) 8/31, Ds' Reply in support by 9/16; 7/19/22 Motion to dismiss;  8/23/22 IRLI amicus, NOTICE in Response to Plaintiffs' Notice Regarding IRLI Amicus Brief; 8/31/22 Amicus response in opp to motion; 9/6/2022 Response in Opp.; 9/8/22 IRLI brief; 9/12/22 Reply to Response Motion; 9/13/22 Order granting D's motion to abate for discovery; <br /><br />8/23/22 IRLI amicus brief; re-file; 9/8/22 IRLI re-brief w/co-counsel <br />","Ps' response to Ds’ responsive pleading(s) 8/31, Ds' Reply in support by 9/16; proposed date for amicus 9/23/22","09/16/2022","","No","Active","","09/14/2022 2:05pm"
